,height,height_lb,time
1,8.0,8.0,0.6980597972869873
2,9.0,9.0,1.3989710807800293
3,10.0,10.0,3.669002056121826
4,11.0,11.0,6.354001760482788
5,12.0,12.0,9.230252027511597
6,13.0,13.0,17.794994831085205
7,14.0,14.0,19.069437503814697
8,15.0,15.0,27.5014431476593
9,16.0,16.0,37.17865467071533
10,17.0,17.0,148.977290391922
11,0.0,18.0,0.0
12,19.0,19.0,126.32156944274902
13,0.0,20.0,0.0
14,0.0,21.0,0.0
15,0.0,22.0,0.0
