1.000000 0.038995
2.000000 0.048000
3.000000 0.067001
4.000000 0.145996
5.000000 0.206001
6.000000 0.215995
7.000000 0.570997
8.000000 0.464999
9.000000 0.599000
10.000000 2.433564
11.000000 62.860302
12.000000 21.181406
13.000000 3.087533
14.000000 20.861177
15.000000 54.632001
16.000000 135.305981
17.000000 20.500906
18.000000 0.000000
19.000000 0.000000
20.000000 0.000000
21.000000 0.000000
22.000000 0.000000
23.000000 0.000000
24.000000 17.360758
25.000000 0.000000
26.000000 0.000000
27.000000 0.000000
28.000000 0.000000
29.000000 0.000000
30.000000 0.000000
31.000000 41.604802
32.000000 0.000000
33.000000 11.891415
34.000000 227.893103
35.000000 50.327642
36.000000 10.304785
37.000000 0.000000
38.000000 0.000000
39.000000 0.000000
40.000000 0.000000
