1.000000 0.044001
2.000000 0.043464
3.000000 0.053517
4.000000 0.071510
5.000000 0.082514
6.000000 0.100514
7.000000 0.112514
8.000000 0.145521
9.000000 0.119514
10.000000 0.281539
11.000000 2.688509
12.000000 0.932623
13.000000 0.556081
14.000000 0.842621
15.000000 0.764591
16.000000 34.646935
17.000000 7.093239
18.000000 1.093670
19.000000 74.971129
20.000000 2.098289
21.000000 32.627885
22.000000 62.082235
23.000000 3.381286
24.000000 2.593415
25.000000 328.249978
26.000000 39.412510
27.000000 2.815459
28.000000 25.087179
29.000000 25.441282
