1.000000 0.032197
2.000000 0.034036
3.000000 0.042060
4.000000 0.063431
5.000000 0.097142
6.000000 0.125207
7.000000 0.109953
8.000000 0.134773
9.000000 0.158078
10.000000 0.243334
11.000000 13.021546
12.000000 0.507856
13.000000 0.720339
14.000000 0.462115
15.000000 0.704261
16.000000 21.927095
17.000000 4.128038
18.000000 3.225229
19.000000 48.358212
20.000000 11.544854
21.000000 17.526834
22.000000 0.000000
23.000000 2.233957
24.000000 2.836903
25.000000 0.000000
26.000000 30.565062
27.000000 1.789743
28.000000 16.482689
29.000000 54.386185
30.000000 0.000000
31.000000 6.591939
32.000000 0.000000
33.000000 2.213309
34.000000 0.000000
35.000000 64.717785
36.000000 84.434978
37.000000 281.041269
38.000000 0.000000
39.000000 0.000000
