1.000000 0.075999
2.000000 0.040000
3.000000 0.046001
4.000000 0.067999
5.000000 0.098000
6.000000 0.110995
7.000000 0.099998
8.000000 0.141000
9.000000 0.163994
10.000000 0.221999
11.000000 1.260998
12.000000 0.514000
13.000000 1.015997
14.000000 0.620002
15.000000 0.359998
16.000000 6.147239
17.000000 3.535289
18.000000 4.701002
19.000000 7.873000
20.000000 13.230001
21.000000 5.193000
22.000000 30.625000
23.000000 14.864003
24.000000 3.216000
25.000000 32.982578
26.000000 27.640999
27.000000 3.355001
28.000000 7.240999
29.000000 47.351001
30.000000 352.802040
31.000000 4.352000
32.000000 436.351935
33.000000 14.509810
34.000000 69.410875
35.000000 119.988758
36.000000 16.415464
37.000000 349.914104
38.000000 340.740401
39.000000 366.099264
40.000000 1168.040109
