,instance,height,time,solution type
ins-1,1,8.0,0.0629999999946449,optimal
ins-2,2,9.0,0.0619999999980791,optimal
ins-3,3,10.0,0.0939999999973224,optimal
ins-4,4,11.0,0.2339999999967403,optimal
ins-5,5,12.0,0.4689999999973224,optimal
ins-6,6,13.0,0.6399999999994179,optimal
ins-7,7,14.0,2.5,optimal
ins-8,8,15.0,0.6399999999994179,optimal
ins-9,9,16.0,5.671999999998661,optimal
ins-10,10,17.0,17.297000000005937,optimal
ins-11,11,19.0,300.0619999999981,non-optimal
ins-12,12,20.0,300.03199999999924,non-optimal
ins-13,13,20.0,12.281000000002678,optimal
ins-14,14,22.0,300.04700000000594,non-optimal
ins-15,15,22.0,242.26499999999945,optimal
ins-16,16,24.0,300.0310000000027,non-optimal
ins-17,17,24.0,15.56199999999808,optimal
ins-18,18,26.0,300.06299999999464,non-optimal
ins-19,19,28.0,300.0630000000019,non-optimal
ins-20,20,28.0,300.0630000000019,non-optimal
ins-21,21,30.0,300.06299999999464,non-optimal
ins-22,22,31.0,300.0940000000046,non-optimal
ins-23,23,31.0,300.04699999999866,non-optimal
ins-24,24,32.0,300.04699999999866,non-optimal
ins-25,25,34.0,300.04700000000594,non-optimal
ins-26,26,34.0,300.0939999999973,non-optimal
ins-27,27,36.0,300.07800000000134,non-optimal
ins-28,28,36.0,300.0459999999948,non-optimal
ins-29,29,38.0,300.04699999999866,non-optimal
ins-30,30,40.0,300.07800000000134,non-optimal
ins-31,31,39.0,300.07800000000134,non-optimal
ins-32,32,42.0,300.0790000000052,non-optimal
ins-33,33,41.0,300.0619999999981,non-optimal
ins-34,34,42.0,300.0630000000019,non-optimal
ins-35,35,42.0,300.0149999999994,non-optimal
ins-36,36,42.0,300.04699999999866,non-optimal
ins-37,37,63.0,300.0790000000052,non-optimal
ins-38,38,63.0,300.0619999999981,non-optimal
ins-39,39,64.0,300.0309999999954,non-optimal
ins-40,40,0.0,300.07799999999406,N|A
