,height,height_lb,time
1,8.0,8.0,2.802999258041382
2,9.0,9.0,4.203000068664551
3,10.0,10.0,6.367998838424683
4,11.0,11.0,10.21661615371704
5,12.0,12.0,17.75804853439331
6,13.0,13.0,26.55087757110596
7,14.0,14.0,37.406163692474365
8,15.0,15.0,43.44835495948792
9,16.0,16.0,72.79396438598633
10,16.0,17.0,300.0
