,height,height_lb,time
1,8.0,8.0,0.1559991836547851
2,9.0,9.0,0.2580149173736572
3,10.0,10.0,0.4239742755889892
4,11.0,11.0,0.632997989654541
5,12.0,12.0,0.9319205284118652
6,13.0,13.0,1.4500036239624023
7,14.0,14.0,1.7161543369293213
8,15.0,15.0,3.7250049114227295
9,16.0,16.0,3.3959977626800537
10,17.0,17.0,30.40618586540222
