,time
9,83.55106472969055
0,0.2880182266235351
1,0.583998441696167
2,1.1670022010803225
3,3.297999143600464
4,3.771996974945069
5,6.909002542495728
6,7.154998064041138
7,9.708718299865724
8,13.049016952514648
10,52.83906412124634
11,113.72767615318298
12,69.34796571731567
13,237.18166589736936
14,344.8726387023926
15,186.67337775230408
16,173.1677918434143
