,time
0,0.2374765872955322
1,0.4698567390441894
2,0.9711980819702148
3,2.6311776638031006
4,3.687833070755005
5,6.440051794052124
6,6.600411653518677
7,10.464125156402588
8,14.292710065841677
9,23.752414226531982
10,217.61342453956604
11,281.7079145908356
12,115.0432062149048
13,412.4419059753418
14,490.29599714279175
15,199.4993815422058
16,178.18179154396057
