,time
0,1.6823160648345947
1,3.538835525512696
2,7.575679063796997
3,18.332220792770386
4,32.285574197769165
5,57.42092633247376
6,96.40353322029114
7,125.70742964744568
8,183.99040603637692
9,2011.1795024871826
