,time
0,3.260997772216797
1,8.089020729064941
2,13.909000635147097
3,24.80024027824402
4,41.67157554626465
5,63.77893853187561
6,106.93331146240234
7,132.27355098724365
8,207.4619243144989
9,302.39473843574524
